INSTNM,CITY,STABBR,ZIP,INSTURL
Universal Spa Training Academy,Downers Grove,IL,60515,www.spatrainingacademy.com
The Salon Professional Academy-Evansville,Evansville,IN,47715,www.tspaevansville.com
Tri County Regional Vocational Technical High School,Franklin,MA,2038,www.tri-county.tc
Compass College of Cinematic Arts,Grand Rapids,MI,49503,compass.edu
Nova Academy of Cosmetology,Rochester,MN,55906,www.nova-academy.com
Victory Trade School,Springfield,MO,65803,www.victorytradeschool.edu
Starting Points Inc,Jersey City,NJ,7306,www.startingpoints.edu/
The Lab-Paul Mitchell Partner School,Ewing,NJ,8628,www.pmthelab.edu
SAE Institute of Technology-New York,New York,NY,10011-4552, Accrediting Council for Independent Colleges and Schools
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,Latham,NY,12110,www.johnpaolo.edu
The Artisan College of Cosmetology,Findlay,OH,45840,www.artisancollegeofcos.com/
Sage School of Massage,Bend,OR,97701,www.sageschoolofmassage.com/
Lawyer's Assistant School of Dallas,Dallas,TX,75206,www.lasdallas.edu
ABC Beauty Academy,Garland,TX,75042,www.abcbeautyacademy.webs.com
Salon & Spa Institute,Brownsville,TX,78521,www.salonspainstitute.com/
American Beauty Academy,Payson,UT,84651,www.americanbeauty.edu
The Salon Professional Academy-Tacoma,Tacoma,WA,98409,www.thesalonprofessionalacademytacoma.com
Academy of Cosmetology,Richland,WA,99354-3404,www.academyofcosmetologyonline.com
The Academy Waukesha,Waukesha,WI,53072,www.theacademywaukesha.com
ITT Technical Institute-Merrillville,Merrillville,IN,46410,www.itt-tech.edu
ITT Technical Institute-Tallahassee,Tallahassee,FL,32303,www.itt-tech.edu
ITT Technical Institute-Salem,Salem,VA,24153,www.itt-tech.edu
ITT Technical Institute-Akron,Akron,OH,44333,www.itt-tech.edu
ITT Technical Institute-Cedar Rapids,Cedar Rapids,IA,52404,www.itt-tech.edu
ITT Technical Institute-Corona,Corona,CA,92883,www.itt-tech.edu
ITT Technical Institute-Johnson City,Johnson City,TN,37615,www.itt-tech.edu
ITT Technical Institute-DeSoto,DeSoto,TX,75115,www.itt-tech.edu
ITT Technical Institute-North Charleston,North Charleston,SC,29406,www.itt-tech.edu
ITT Technical Institute-Aurora,Aurora,CO,80014,www.itt-tech.edu
ITT Technical Institute-West Covina,San Dimas,CA,91773,www.itt-tech.edu
ITT Technical Institute-Culver City,Culver City,CA,90230,www.itt-tech.edu
ITT Technical Institute-Dearborn,Dearborn,MI,48124,www.itt-tech.edu
ITT Technical Institute-Las Vegas,North Las Vegas,NV,89032,www.itt-tech.edu
Touro University Worldwide,Los Alamitos,CA,90720,www.tuw.edu
Touro University California,Vallejo,CA,94592, Western Association of Schools and Colleges Senior College and University Commission
The Chicago School of Professional Psychology at Washington DC,Washington,DC,20005,www.thechicagoschool.edu
Anamarc College-Santa Teresa,Santa Teresa,NM,88008,www.anamarc.edu
Touro University Nevada,Henderson,NV,89014, Western Association of Schools and Colleges Senior College and University Commission
National College-Willoughby Hills,Willoughby Hills,OH,44092,www.national-college.edu
Herzing University-Kenosha,Kenosha,WI,53144,www.herzing.edu/
Herzing University-Brookfield,Brookfield,WI,53005,www.herzing.edu/
Heald College-Modesto,Salida,CA,95367,www.heald.edu/
Fortis Institute-Houston,Houston,TX,77060,www.fortis.edu/campuses/training-program-450-n-sam-houston-parkway-e-houston-tx.aspx
Southern Careers Institute-Brownsville,Brownsville,TX,78520,www.scitexas.edu
Southern Careers Institute-Harlingen,Harlingen,TX,78550,www.scitexas.edu
Strayer University-Global Region,Washington,DC,20005,www.strayer.edu
Regina's College of Beauty-Charlotte,Charlotte,NC,28208,reginascollegeofbeauty.com/index2.html
Kenneth Shuler School of Cosmetology-Florence,Florence,SC,29501,www.kennethshuler.com
Fortis College-Columbia,Columbia,SC,29210,www.fortis.edu/
Brown Mackie College-Albuquerque,Albuquerque,NM,87123, Accrediting Council for Independent Colleges and Schools
Brown Mackie College-St Louis,Fenton,MO,63026, Accrediting Council for Independent Colleges and Schools
Avant Gard The School,Avon,IN,46123,www.avantgardtheschool.com
Toni & Guy Hairdressing Academy-Bellingham,Bellingham,WA,98225,toniguy.com/academy/bellingham/default.aspx
California University of Management and Sciences,Anaheim,CA,92801,www.calums.edu
Ross Medical Education Center-Davison,Davison,MI,48423,www.rosseducation.edu
Ross Medical Education Center-Granger,Granger,IN,46530, Accrediting Commission of Career Schools and Colleges
Ross Medical Education Center-Niles,Niles,OH,44446,www.rosseducation.edu
Ross Medical Education Center-Canton,Canton,MI,48187,www.rosseducation.edu
Pima Medical Institute-Houston,Houston,TX,77024,pmi.edu
Illinois Center for Broadcasting?Chicago Campus,Chicago,IL,60605,www.beonair.com/chicago
Concorde Career Institute-Dallas,Dallas,TX,75243,www.concorde.edu
Concorde Career Institute-Orlando,Orlando,FL,32803,www.concorde.edu
Concorde Career Institute-San Antonio,San Antonio,TX,78229,www.concorde.edu
Ecotech Institute,Aurora,CO,80012,ecotechinstitute.com
Johnson & Wales University-Online,Providence,RI,2903,www.jwu.edu/content.aspx?id=55426
Everest College-Fort Worth South,Ft Worth,TX,76115,www.everest.edu/campus/fort_worth_south
Everest College-Santa Ana,Santa Ana,CA,92701,www.everest.edu/campus/santa_ana
Moreno Valley College,Moreno Valley,CA,92551,www.mvc.edu/
Hair Design Institute at Fifth Avenue-New York,New York,NY,10018,hairdesigninstitute.com
Onondaga School of Therapeutic Massage-Rochester,Rochester,NY,14607,www.ostm.edu/
Norco College,Norco,CA,92860,www.rcc.edu/norco/index.cfm
Daymar College-Louisville,Louisville,KY,40245,www.daymarcollege.edu/
Dorsey Business Schools-Saginaw,Saginaw,MI,48603,dorsey.edu
Milan Institute of Cosmetology-La Quinta,La Quinta,CA,92253,www.milaninstitute.edu
Milan Institute-Nampa,Nampa,ID,83651, National Accrediting Commission of Career Arts and Sciences
Milan Institute of Cosmetology-El Paso,El Paso,TX,79925,www.milaninstitute.edu
Universal Technical Institute - Dallas Fort Worth,Irving,TX,75063,www.uti.edu
Finger Lakes School of Massage,Mt. Kisco,NY,10549,www.flsm.com/
Park Avenue School of Cosmetology,Park Rapids,MN,56470-1551,www.parkavenuecosmetology.com
Salter School of Nursing and Allied Health,Manchester,NH,3103,www.salternursing.com
Salter School-New Bedford,New Bedford,MA,2745,salterschool.com
Harris School of Business-Upper Darby Campus,Upper Darby,PA,19082, Accrediting Council for Independent Colleges and Schools
Brown Mackie College-San Antonio,San Antonio,TX,78229, Accrediting Council for Independent Colleges and Schools
Hollywood Institute of Beauty Careers,Miami Beach,FL,33141,www.hi.edu
Cortiva Institute-New Jersey,Wall,NJ,7719,https://www.cortiva.com
Cambridge Junior College-Woodland,Woodland,CA,95695,www.cambridge.edu
Anthem College-Atlanta,Atlanta,GA,30324,www.anthem.edu
ICPR Junior College-Manati,Arecibo,PR,674,www.icprjc.edu
Ridley-Lowell Business & Technical Institute-Danbury,Danbury,CT,6810,www.ridley.edu
Artistic Nails and Beauty Academy-Lakeland,Lakeland,FL,33801,www.artisticbeautyschool.com/
Paul Mitchell the School-Murfreesboro,Murfreesboro,TN,37129,www.paulmitchelltheschool.com
Allied American University,Laguna Hills,CA,92653-1337, Western Association of Schools and Colleges Senior College and University Commission
American Sentinel University,Aurora,CO,80014-6510,www.americansentinel.edu
Tribeca Flashpoint Media Arts Academy,Chicago,IL,60602-2716,www.tfa.edu
Hawaii Medical College,Honolulu,HI,96814-3518,www.hmi.edu
Carolina College of Hair Design,Asheville,NC,28805-1232,carolinacollege.com/
Virginia College-Baton Rouge,Baton Rouge,LA,70815-8604,www.vc.edu/campus/baton-rouge-louisiana-college.cfm
Remington College-Heathrow Campus,Heathrow,FL,33612-5627,www.remingtoncollege.edu/
College of Massage Therapy,Blackfoot,ID,83221-1758,www.collegemassagetherapy.com
Miller-Motte College-Jacksonville,Jacksonville,NC,28540-5901,www.miller-motte.edu
Miller-Motte Technical College-Augusta,Augusta,GA,30907-0921,www.miller-motte.edu
Miller-Motte Technical College-Conway,Conway,SC,29526-9508,www.miller-motte.edu
Virginia College-Macon,Macon,GA,31206-3180,www.vc.edu/campus/macon-georgia-college.cfm
Virginia College-Spartanburg,Spartanburg,SC,29301-2450,vc.edu
Aveda Institute-Portland,Portland,OR,97209-3144,avedapdx.com
Chamberlain College of Nursing-Virginia,Arlington,VA,22202-3843,www.chamberlain.edu
Stevens-Henager College-Boise,Boise,ID,83709-6733,www.stevenshenager.edu/
The Salon Professional Academy-Cincinnati,Cincinnati,OH,45211-2660,www.thesalonprofessionalacademycincinnati.com
Penrose Academy,Scottsdale,AZ,85254-4065,www.penroseacademy.com
Virginia College-Richmond,Richmond,VA,23225-5502,www.vc.edu/campus/richmond-virginia-college.cfm
Skin Institute,Saint Louis,MO,63126,www.skininstitute.edu
Northwest Institute of Literary Arts,Langley,WA,98260-0000,www.nila.edu/mfa
Body Therapy Institute,Siler City,NC,27344-6728,www.bti.edu
Beauty Academy of South Florida,Hialeah Gardens,FL,33016-2421,www.basf.edu
Ogle School Hair Skin Nails-North Dallas,Dallas,TX,75248-1216,www.ogleschool.com
The Salon Professional Academy-North Little Rock,North Little Rock,AR,72116-7310,littlerockbeautyschool.com/
The Salon Professional Academy-St Charles,St. Charles,MO,63301-1021,tspastlouis.com
American Institute,Celebration,FL,34747-5161,www.aihealthcollege.com/
Mildred Elley-New York Campus,New York,NY,10004-1010,www.mildred-elley.edu
National Paralegal College,Phoenix,AZ,85014-1561,nationalparalegal.edu
Carolina College of Biblical Studies,Fayetteville,NC,28303-5157,ccbs.edu
Star Career Academy-Audubon,Audubon,PA,19403-2422,www.starcareeracademy.com
Allstate Hairstyling & Barber College,Cleveland,OH,44113-3413,www.allstatehairstyling.com
Oxford Graduate School,Dayton,TN,37321-6736,www.ogs.edu/
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,28679-9657,www.jungtao.edu
New York Film Academy,Universal City,CA,91608-1002,www.nyfa.com/
The Collective School Of Music,New York,NY,10011-2026,thecollective.edu/
International College of Cosmetology,Oakland,CA,94601-3525,www.internationalcosmetology.edu
Bella Capelli Academy,Monroeville,PA,15146-2388,bella-capelli.paulmitchell.edu/monroeville.pa
Institute of Medical Careers,Pittsburgh,PA,15235-3718,www.imc.edu
Toni & Guy Hairdressing Academy-Modesto,Modesto,CA,95356-0535,www.toniguy.com
Georgia Christian University,Atlanta,GA,30360,www.gcuniv.edu
Flagler Technical Institute,Palm Coast,FL,32137-4714,FTI.FlaglerSchools.com
Galaxy Medical College,North Hollywood,CA,91606-1593,www.galaxymedcollege.com
American Medical Sciences Center,Glendale,CA,91204-5108,www.amscedu.com
Mandalyn Academy,American Fork,UT,84003-2161,www.mandalynacademy.com
Jose Maria Vargas University,Pembroke Pines,FL,33026,www.jmvu.edu/
Laird Institute of Spa Therapy,Manchester,NH,03102-5263,www.lairdinstitute.com/index.html
D A Dorsey Educational Center,Miami,FL,33147-6304,dadorsey.dadeschools.net/
Keweenaw Bay Ojibwa Community College,Baraga,MI,49908-0000,www.kbocc.org
Meridian Institute of Surgical Assisting,Nashville,TN,37218,www.meridian-institute.edu
Mauna Loa Helicopters,Kailua Kona,HI,96740-2650,maunaloahelicopters.com
Acaydia School of Aesthetics,Provo,UT,84601-0000,www.acaydia.com
Manhattan Institute,New York,NY,10016-6516,www.manhattaninstitute.com/
Cosmetic Arts Institute,Walterboro,SC,29488-4216,www.cosmeticartsinstitute.edu
Holistic Massage Training Institute,Baltimore,MD,21218-2407,www.holisticmassagetraining.org
Diamonds Cosmetology College,Sherman,TX,75090-2657,www.diamondscosmetology.com/
Tramy Beauty School,San Diego,CA,92115-6347,WWW.TRAMYBEAUTYSCHOOL.NET
Scholars Cosmetology University,Ann Arbor,MI,48108-0000,www.scholarscosmetology.com
Northern Virginia School of Therapeutic Massage,Falls Church,VA,22046-4302,www.nvschoolofmassage.com/
Paul Mitchell the School-St Louis,St. Louis,MO,63108-1554,school.paulmitchell.edu/st-louis-mo
Advanced Training Institute,Las Vegas,NV,89118-1519,www.atitraining.com
Cosmopolitan Beauty and Tech School,Annandale,VA,22003-3204,www.cosmobts.com
The Salon Professional Academy-Elgin,Elgin,IL,60123-2319,www.elgin.mysalonacademy.com
Salon 496 Barber Academy,Greenville,SC,29607-2548,salon496.org
Shepherds Theological Seminary,Cary,NC,27518-9316,shepherds.edu
Taylor Andrews Academy of Hair Design-West Jordan,West Jordan,UT,84088-6577,www.taylorandrew.com/
Santa Ana Beauty Academy,Santa Ana,CA,92705-7820,www.saba-ca.com
Grace College of Divinity,Fayetteville,NC,28314-2343,www.GCD.edu
Cosmetology College of Franklin County,Saint Clair,MO,63077-1515,cosmetologycollegefranklincounty.com/
Rochester School of Hair Design,Rochester,MN,55901-4310,www.rochesterschoolofhairdesign.com
Aveda Institute-New Mexico,Albuquerque,NM,87104-1160,www.avedanm.com
Nashville Barber and Style Academy,Madison,TN,37115,www.nashvillebarberandstyleacademy.com
American Trade School,Saint Ann,MO,63074-1807,www.stltrades.com
Estelle Skin Care and Spa Institute,Skokie,IL,60077-9945,www.skincareandspainstitute.com/
Paul Mitchell the School-Honolulu,Honolulu,HI,96816-2433,honolulu.paulmitchell.edu
Elite Cosmetology School,Yucca Valley,CA,92284-2860,elitecosmetologyschool.com
Academy of Aesthetic Arts,Shawnee,KS,66203-3502,www.academyofaestheticarts.com
American Technical Institute,Bayamon,PR,00957-0000,www.amtecpr.com/
Twin Rivers Adult School,North Highlands,CA,95660-5523,www.tras.edu
Twin Rivers Adult School - Grand Avenue Center,Sacramento,CA,95838-3654,www.tras.edu
Twin Rivers Adult School - Arnold Avenue Center,McClellan,CA,956521025,http://www.tras.edu
Greater Sacramento Urban League,Sacramento,CA,958383738,http://www.tras.edu
I-TAP,Sacramento,CA,95841-2989,www.i-tap.com
Bergin University of Canine Studies,Santa Rosa,CA,94928,www.berginu.edu
Aveda Institute-Boise,Boise,ID,83704-4406,www.avedaboise.com
Progressive Training Centers,Pompano Beach,FL,33060-9238,www.progressivetc.com
American Health Institute,Port Richey,FL,34654-3743,americanhealth.edu
Pima Medical Institute-South Denver,Aurora,CO,80012-0000,pmi.edu
Real Barbers College,Anaheim,CA,92805-2962,www.therealbarbercollege.com
Capilo School of Hair Design,Augusta,ME,04330-0000,www.capilo.com
Pure Aesthetics,Tucson,AZ,85711-2328,www.pureaesthetics.edu
Lindsey Institute of Cosmetology,Bowling Green,KY,42103-8036,www.lindseyinstitute.com
The Salon Professional Academy-Iowa City,Iowa City,IA,52240-6083,tspaiowacity.com/
Buckner Barber School,Dallas,TX,75217-1775,bucknerbarberschool.com/
Simmons College of Kentucky,Louisville,KY,40203-3322,www.simmonscollegeky.edu
Atelier Esthetique Institute of Esthetics,New York,NY,10016-8804,www.aeinstitute.net/
Ashdown College of Health Sciences,Redlands,CA,92373,ashdowncollege.edu
Advanced College of Cosmetology,Waupun,WI,53963-0000,www.accsuccess.com
North American University,Houston,TX,77038-0000,www.na.edu
Entourage Institute of Beauty and Esthetics,Lenexa,KS,66215-3803,www.entouragebeauty.com
United Beauty College,Denver,CO,80223-2936,ubc-denver.com/
Cinta Aveda Institute,San Francisco,CA,94108-3204,www.cintaaveda.com
Long Island Nail & Skin Care Institute,Levittown,NY,11756-1316,www.linailskincare.com
Mesivta Keser Torah,Belmar,NJ,07719-2409,NULL
Southern California Health Institute,North Hollywood,CA,91601-3154,www.sochi.edu
Best Care Training Institute,East Orange,NJ,07018-1703,bestcarehealth.com
First Class Cosmetology School,Beloit,WI,53511-0000,firstclasscosmetologyschool.com
Millennia Atlantic University,Doral,FL,33178-2369,www.maufl.edu
Abcott Institute,Southfield,MI,48075-5227,www.abcott.edu
The Salon Professional Academy-Kenosha,Kenosha,WI,53142-4950,www.kenoshatspa.com/
Paul Mitchell the School-Indianapolis,Indianapolis,IN,46227-6252,indianapolis.paulmitchell.edu
Taylor Andrews Academy-St George,St. George,UT,84790-2139,www.taylorandrew.com
Seymour Beauty Academy,Seymour,MO,65746-8743,www.SeymourBeautyAcademy.com
Protege Academy,East Lansing,MI,48823-8660,www.protegeacademy.com
Colorado Academy of Veterinary Technology,Colorado Springs,CO,80906-4944,www.coloradovettech.com
Northeast Technical Institute,Scarborough,ME,04074-0000,www.ntinow.edu
Salinas Beauty College Inc,Salinas,CA,93901-2405,salinasbeautycollege.com
Academy for Salon Professionals,Santa Clara,CA,95050-4057,www.academyforsalonpros.com
Elite School of Cosmetology,Norwalk,OH,44857-2714,www.eliteschoolofcosmetology.com
Paul Mitchell the School-Las Vegas,Las Vegas,NV,89123-8014,lasvegas.paulmitchell.edu/
The Salon Professional Academy-Kokomo,Kokomo,IN,46901-6248,kokomotspa.com/
Hair Academy,Montgomery,AL,36111-2201,www.thehairacademyllc.com
Florida Academy,Fort Myers,FL,33966-1155, Council on Occupational Education
Institute for Doctoral Studies in the Visual Arts,Portland,ME,04102-0000,www.idsva.org
State Career College,Waukegan,IL,60085-5129,www.statecareercollege.edu
Academy for Salon Professionals,Canoga Park,CA,91304-2305,www.academyla.com/
Paul Mitchell The School-Spokane,Spokane Valley,WA,99037-5041,spokane.paulmitchell.edu
Lincoln College of New England-Hartford,Hartford,CT,06105-3630,www.lincolncollegene.edu
Lincoln College of Technology-Cleveland,Cleveland,OH,44114-3266,www.lincolnedu.com/campus/cleveland-oh
J Renee Career Facilitation,Elgin,IL,60123,www.JRenee.edu
National Personal Training Institute of Colorado,Lakewood,CO,80401-3304,www.personaltraininginstitute.edu
National Personal Training Institute of Colorado,Colorado Springs,CO,80918-5925,www.personaltraininginstitute.edu
International College of Beauty Arts & Sciences,Los Angeles,CA,90039-1012,www.icbas.edu/
The Salon Professional Academy-Shorewood,Shorewood,IL,60404-8789,www.thesalonprofessionalacademy.com/shorewood/
John Paul the Great Catholic University,Escondido,CA,92025,www.jpcatholic.com/
ITT Technical Institute-Durham,Durham,NC,27707-2554,www.itt-tech.edu
ITT Technical Institute-Hanover,Hanover,MD,21076-1577,www.itt-tech.edu
University of Phoenix-Jackson Campus,Flowood,MS,39232-8205,www.phoenix.edu
Independence University,Salt Lake City,UT,84107,www.independence.edu
National American University-Tulsa,Tulsa,OK,74133-8945,www.national.edu/locations/oklahoma/tulsa
National American University-Centennial,Centennial,CO,80122-3157,www.national.edu/locations/colorado/centennial
National American University-Lee's Summit,Lee's Summit,MO,64081-1425,www.national.edu/locations/missouri/lees-summit
National American University-Colorado Springs South,Colorado Springs,CO,80915-3612,www.national.edu/locations/colorado/colorado-springs-south
Globe University-Appleton,Grand Chute,WI,54914-0000,www.globeuniversity.edu/
Salter College-Chicopee,Chicopee,MA,01020-3744,www.salter.edu
Chamberlain College of Nursing-Missouri,St. Louis,MO,63146-0000,www.chamberlain.edu
Chamberlain College of Nursing-Texas,Houston,TX,77041,www.chamberlain.edu
ITT Technical Institute-Oakland,Oakland,CA,94621-2015,www.itt-tech.edu/npc
Continental School of Beauty Culture-Mattydale,Mattydale,NY,13211-1003,www.continentalnow.com/index.php
Everest College-Bedford Park,Bedford Park,IL,60629-5819,www.everest.edu/campus/bedford_park
Fortis College-Akron,Akron,OH,44310-0000,www.fortis.edu
Carrington College California-Pomona,Pomona,CA,91768-2642,www.carrington.edu
Regency Beauty Institute-Copperwood,Houston,TX,77084-0000,www.regency.edu
Regency Beauty Institute-Little Rock,Little Rock,AR,72205-0000,www.regency.edu
Regency Beauty Institute-Baltimore Golden Ring,Baltimore,MD,21237-0000,www.regency.edu
Regency Beauty Institute-El Paso,El Paso,TX,79925-0000,www.regency.edu
Regency Beauty Institute-Jacksonville Regency,Jacksonville,FL,32225-0000,www.regency.edu
Regency Beauty Institute-Knoxville,Knoxville,TN,37919-0000,www.regency.edu
Regency Beauty Institute-Fayetteville,Fayetteville,AR,72703-0000,www.regency.edu
Regency Beauty Institute-Lansing,Lansing,MI,48912-0000,www.regency.edu
Regency Beauty Institute-Jacksonville Orange Park,Orange Park,FL,32073-0000,www.regency.edu
Regency Beauty Institute-Crystal Lake,Crystal Lake,IL,60014-0000,www.regency.edu
Regency Beauty Institute-Manassas,Manassas,VA,20109-0000,www.regency.edu
Regency Beauty Institute-Castleton,Indianapolis,IN,46250-0000,www.regency.edu
Regency Beauty Institute-North Nashville,Madison,TN,37115-0000,www.regency.edu
Regency Beauty Institute-Round Rock,Round Rock,TX,78681-0000,www.regency.edu
Regency Beauty Institute-Merrillville,Merrillville,IN,46410-0000,www.regency.edu
Regency Beauty Institute-Roanoke,Roanoke,VA,24012-0000,www.regency.edu
Regency Beauty Institute-Toledo,Holland,OH,43528-0000,www.regency.edu
Regency Beauty Institute-SW Houston,Houston,TX,77036-0000,www.regency.edu
Everest College-Atlanta West,Atlanta,GA,30331-2620,www.everest.edu/campus/atlanta_west
Broadview University-Boise,Meridian,ID,83642-0000, Accrediting Council for Independent Colleges and Schools
Advanced Institute of Hair Design-Madison,Madison,WI,53715-1030,www.vicibeautyschool.com
Paul Mitchell The School-Columbia,Columbia,SC,29201-3126,columbia.paulmitchell.edu
Paul Mitchell The School-Charleston,North Charleston,SC,29418-6993,charleston.paulmitchell.edu
Everest College-Melrose Park,Melrose Park,IL,60160-1526,www.everest.edu/campus/melrose_park
Kenneth Shuler School of Cosmetology-Greenville,Greenville,SC,29611-7553,kennethshuler.com
South University-Accelerated Graduate Programs,Atlanta,GA,30328-6773,www.southuniversity.edu/savannah/business-administration-degree-amba-215312.aspx
South University-The Art Institute of Fort Worth,Fort Worth,TX,76116-4183,www.artinstitutes.edu/fort-worth/
South University-Novi,Novi,MI,48377,southuniversity.edu
Northwest College-Eugene,Eugene,OR,97401-1715,www.nwcollege.edu
Northwest College-Tualatin,Tualatin,OR,97062-9462,www.nwcollege.edu
Harrison College-Morrisville,Morrisville,NC,27560-0000, North Central Association of Colleges and Schools The Higher Learning Commission
Trend Setters' Academy of Beauty Culture-Louisville,Louisville,KY,40219-3805,www.trendsettersabc.com
National University College-Caguas,Caguas,PR,00725-0000, Middle States Commission on Higher Education
Beauty Schools of America,Miami Beach,FL,33139-6504,www.bsa.edu
CET-Soledad,Soledad,CA,93960-2996,cetweb.org/index.php
MarJon School of Beauty ltd-Lockport,Lockport,NY,14094-3702,www.marjonbeauty.com/
Houston Training Schools-Southwest,Houston,TX,77074-2007,houstontrainingschools.net
Vanguard College of Cosmetology-Metairie,Metairie,LA,70002-4705,vanguard.paulmitchell.edu
New England Tractor Trailer Training School of Massachusetts,North Andover,MA,01845-1048,www.nettts.com
Heritage College-Columbus,Columbus,OH,43213, Accrediting Commission of Career Schools and Colleges
Utah College of Massage Therapy-Vegas,Las Vegas,NV,89123-2069,www.steinered.com/
Utah College of Massage Therapy-Tempe,Tempe,AZ,85282-4446,www.steinered.com/
Utah College of Massage Therapy-Phoenix,Phoenix,AZ,85051-3470,www.steinered.com/
Utah College of Massage Therapy-Westminster,Westminster,CO,80031-2921,www.steinered.com/
Utah College of Massage Therapy-Aurora,Aurora,CO,80012-2523,www.steinered.com/
Sanford-Brown College-Portland,Portland,OR,97205-2798,www.sanfordbrown.edu/portland
Tint School of Makeup and Cosmetology-Grand Prairie,Grand Prairie,TX,75051-4804,tintschoolofmakeupandcosmetology.com/
Dewey University-Yabucoa,Yabucoa,PR,00767-0767,dewey.edu
Dewey University-Hatillo,Hatillo,PR,00659-0000,dewey.edu
Dewey University-Manati,Manati,PR,00674-0000,www.dewey.edu
Sanford-Brown College-Skokie,Skokie,IL,60077-2900,www.sanfordbrown.edu/skokie
Baltimore School of Massage-York,York,PA,17402-8046,www.steinered.com/
Allen School-Phoenix,Phoenix,AZ,85053-4064,online.allenschool.edu/online/
Oklahoma Technical College,Tulsa,OK,74145-1122, Accrediting Council for Independent Colleges and Schools
Midwest Technical Institute-Moline,Moline,IL,61265-4421,www.midwesttech.edu
Star Career Academy-Clifton,Clifton,NJ,07011-2248,www.starcareeracademy.com
Unitech Training Academy-Alexandria,Alexandria,LA,71301,www.unitechtrainingacademy.com
Unitech Training Academy-Lake Charles,Lake Charles,LA,70601-7887,www.unitechtrainingacademy.com
Aveda Institute-Los Angeles,Los Angeles,CA,90024-2808,www.avedainstitutelosangeles.com
Career Quest Learning Center-Kalamazoo,Kalamazoo,MI,49002-1711,www.cqlc.edu
Buchanan Beauty College,Tullahoma,TN,37388-3409,coffeecountybeauty.shutterfly.com
WellSpring School of Allied Health-Lawrence,Lawrence,KS,66045-3073,www.wellspring.edu/mtti-wellspring-kansas-city-campus
The Art Institute of Wisconsin,Milwaukee,WI,53202-5837, Accrediting Council for Independent Colleges and Schools
Brown Mackie College-Birmingham,Birmingham,AL,35209-4701, Accrediting Council for Independent Colleges and Schools
Regina's College of Beauty,Augusta,GA,30906-0000,www.reginascollegeofbeauty.com
Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX,77902-7076,www.manuelandtheresasschoolofhair.com/
Coast Career Institute,Colton,CA,92324-3956,www.coastcareer.com/
Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,60626-5232,www.tricociuniversity.com
ITT Technical Institute-Bradenton,Bradenton,FL,34201,www.itt-tech.edu
ITT Technical Institute-Phoenix West,Phoenix,AZ,85037-4445,www.itt-tech.edu
ITT Technical Institute-Brooklyn Center,Brooklyn Center,MN,55430-4100,www.itt-tech.edu
ITT Technical Institute-Orlando,Orlando,FL,32819-9025,www.itt-tech.edu
ITT Technical Institute-Waco,Waco,TX,76706-0000,www.itt-tech.edu
ITT Technical Institute-Myrtle Beach,Myrtle Beach,SC,29572-0000,www.itt-tech.edu
University of Phoenix-Knoxville Campus,Knoxville,TN,37932-3347,www.phoenix.edu
Azusa Pacific Online University,Glendora,CA,91740,www.apu.edu/apou/
Minneapolis Media Institute,Edina,MN,55435, Accrediting Council for Independent Colleges and Schools
College America-Phoenix,Phoenix,AZ,85051,www.collegeamerica.edu
CollegeAmerica-Stevens Henager College,Idaho Falls,ID,83402,www.stevenshenager.edu/
Avalon School of Cosmetology-Phoenix,Phoenix,AZ,85022,www.avalon.edu
Avalon School of Cosmetology-Layton,Layton,UT,84041,www.avalon.edu/
Hair Design Institute,Boynton Beach,FL,33435,www.hairdesigninstitute.com
Hair Design Institute,Apopka,FL,32703,hairdesigninstitute.com
University of Phoenix-Baton Rouge Campus,Baton Rouge,LA,70808-2300,www.phoenix.edu
University of Phoenix-Lafayette Campus,Lafayette,LA,70508,www.phoenix.edu
University of Phoenix-Shreveport-Bossier Campus,Bossier City,LA,71111-4390,www.phoenix.edu
All-State Career School-Allied Health Campus,Essington,PA,19029,www.allstatecareer.edu
Aveda Institute-Des Moines,West Des Moines,IA,50266,avedainstitutedesmoines.com/
Fortis Institute-Lawrenceville,Lawrenceville,NJ,8648,fortis.edu
Relay Graduate School of Education,New York,NY,10011,www.relay.edu
Brown Mackie College-Oklahoma City,Oklahoma City,OK,73132, North Central Association of Colleges and Schools The Higher Learning Commission
Sanford-Brown College-Austin,Austin,TX,78753, Accrediting Council for Independent Colleges and Schools
Miller-Motte Technical College-Macon,Macon,GA,31210,www.miller-motte.edu
Miller-Motte Technical College-Gulfport,Gulfport,MS,39503,www.miller-motte.edu
International Culinary Center-California,Campbell,CA,95008,www.internationalculinarycenter.com
South University?Savannah Online,Savannah,GA,31406,online.southuniversity.edu/
Fortis College-Montgomery,Montgomery,AL,36117,fortiscollege.edu
San Joaquin Valley College-Temecula,Temecula,CA,92590,www.sjvc.edu/
Miller-Motte Technical College-Roanoke,Roanoke,VA,24018,www.miller-motte.edu
Whitworth University-Adult Degree Programs,Spokane,WA,99251,www.whitworth.edu/Index.aspx
American Broadcasting School-Online Program,Oklahoma City,OK,73115,radioschoolonline.com/homechat.htm
Springfield College-School of Human Services,Springfield,MA,1109,www.spfldcol.edu/homepage/dept.nsf/shs
